row_id,correct
0,0.48311278223991394
1,0.8378891944885254
2,0.9993126392364502
3,0.9988166093826294
4,0.9979860782623291
5,0.00010083393135573715
6,9.807491005631164e-05
7,0.00010427019151393324
8,0.7634374499320984
9,0.7398664355278015
10,0.00010357442079111934
11,0.9837411642074585
12,9.765122376848012e-05
13,0.00010480858327355236
14,0.5425060391426086
15,0.5504572987556458
16,0.9881800413131714
17,0.8413711786270142
18,0.9988545179367065
19,0.9348629117012024
20,0.49870386719703674
21,0.9673810601234436
22,0.9966732263565063
23,0.00010491229477338493
24,9.836786921368912e-05
25,0.22333872318267822
26,0.9514358043670654
27,0.9326578378677368
28,0.4557344317436218
29,0.00010169333108933643
30,0.0001006577440421097
31,0.00010122883395524696
32,0.00010129565634997562
33,0.9366195201873779
34,0.998711347579956
35,0.9972743391990662
36,0.00014402416127268225
37,0.9225583076477051
38,0.21482881903648376
39,0.00010313151869922876
40,0.00010181548714172095
41,0.00010209568426944315
42,0.0001105947230826132
43,0.7474600672721863
44,0.0002614489640109241
45,0.4437393248081207
46,0.00012624588271137327
47,0.8973238468170166
48,0.7950280904769897
49,0.10761283338069916
50,0.5383870005607605
51,0.00012055708066327497
52,0.00011239303421461955
53,0.9257529973983765
54,0.7766872048377991
55,0.00019893713761121035
56,0.9989307522773743
57,0.21348948776721954
58,0.10042469203472137
59,0.24264667928218842
60,0.10652797669172287
61,0.00010613242193358019
62,0.00010734444367699325
63,0.9994843006134033
64,0.0001030347848427482
65,0.9947029948234558
66,0.2643701136112213
67,0.9991486072540283
68,0.00011635456758085638
69,0.9750447273254395
70,0.4143192768096924
71,0.5088193416595459
72,0.14041371643543243
73,0.00010453391587361693
74,9.701312956167385e-05
75,0.6642458438873291
76,0.0001075932668754831
77,0.15519241988658905
78,0.00010371515963925049
79,0.7282399535179138
80,0.8157621622085571
81,0.8105842471122742
82,0.6340142488479614
83,0.00010417785961180925
84,0.00010227000166196376
85,0.20567944645881653
86,0.0001245857565663755
87,0.000167390942806378
88,0.5789658427238464
89,0.9994745850563049
90,0.9991413354873657
91,0.9993634819984436
92,0.9994557499885559
93,0.9992842078208923
94,0.00010495560854906216
95,0.9990923404693604
96,0.8373786211013794
97,0.9990147352218628
98,0.9992959499359131
99,0.9992109537124634
100,0.00013253104407340288
101,0.00011970594641752541
102,0.00011382915545254946
103,0.9766859412193298
104,0.00010538624337641522
105,0.8072738647460938
106,0.0002944977313745767
107,0.00011746490781661123
108,0.00011853755859192461
109,0.00011652999819489196
110,0.0001160801766673103
111,0.0001116979110520333
112,0.9988576173782349
113,0.9993380904197693
114,0.9130761027336121
115,0.9993982315063477
116,0.9994303584098816
117,0.9989442229270935
118,0.00011329518747515976
119,0.9992853999137878
120,0.5854272246360779
121,0.00010799497249536216
122,0.5509978532791138
123,0.9990015625953674
124,0.00015663831436540931
125,0.22949227690696716
126,0.00010215197835350409
127,0.999535322189331
128,0.00015732912288513035
129,0.95003342628479
130,0.22296307981014252
131,0.9993740916252136
132,0.7125995755195618
133,0.9995036125183105
134,0.8256282806396484
135,0.9993780851364136
136,0.998181939125061
137,0.999308705329895
138,0.00012488453648984432
139,0.00011336099851178005
140,0.00011327563697705045
141,0.00011738752073142678
142,0.9017779231071472
143,0.9948647618293762
144,0.9976292252540588
145,0.5446875095367432
146,0.0001532695459900424
147,0.9955806136131287
148,0.9993345141410828
149,0.7554987072944641
150,0.961493730545044
151,0.9992538094520569
152,0.9994087219238281
153,0.9976059198379517
154,0.7117506265640259
155,0.8503195643424988
156,0.999480664730072
157,0.9929602742195129
158,0.9948614239692688
159,0.00010237040260108188
160,0.9935384392738342
161,0.9994063377380371
162,0.7134366631507874
163,0.8104998469352722
164,0.7510992288589478
165,0.00011769485718104988
166,0.7559036016464233
167,0.9985017776489258
168,0.9986079335212708
169,0.00011770137643907219
170,0.00010788554936880246
171,0.586650013923645
172,0.0002284208603668958
173,0.0006484556943178177
174,0.9985607266426086
175,0.00018917495617643
176,0.00010991051385644823
177,0.00013383821351453662
178,0.00011593382805585861
179,0.9981486797332764
180,0.9973835349082947
181,0.00010175114584853873
182,0.9993153810501099
183,0.8733793497085571
184,0.9990748167037964
185,0.9992407560348511
186,0.03363192826509476
187,0.00010329303040634841
188,0.00010462405771249905
189,0.00011092002387158573
190,0.9976540207862854
191,0.726357638835907
192,0.9158779978752136
193,0.9667906165122986
194,0.0002080163249047473
195,0.00011336390889482573
196,0.00010992214811267331
197,0.47489500045776367
198,0.9993016719818115
199,0.00011450674355728552
200,0.00011428693687776104
201,0.4756651520729065
202,0.9381710886955261
203,0.41956013441085815
204,0.9795541763305664
205,0.9993307590484619
206,0.9574649333953857
207,0.9995360374450684
208,0.9994377493858337
209,0.6576408743858337
210,0.786858081817627
211,0.9994007349014282
212,0.9995562434196472
213,0.394760400056839
214,0.12115021049976349
215,0.17163053154945374
216,0.8400338888168335
217,0.1849128007888794
218,0.0001110343073378317
219,0.00010727036715252325
220,0.49615806341171265
221,0.00011139604612253606
222,0.00011447323049651459
223,0.00011219290172448382
224,0.5397968888282776
225,0.9984386563301086
226,0.9958066940307617
227,0.00012420097482390702
228,0.6672412157058716
229,0.0002520374546293169
230,0.019919615238904953
231,0.9986861348152161
232,0.9984121322631836
233,0.9978697299957275
234,0.6252985596656799
235,0.7523975968360901
236,0.00015091784007381648
237,0.9987446069717407
238,0.0011647806968539953
239,0.998354971408844
240,0.7237245440483093
241,0.36461782455444336
242,0.00010477441537659615
243,0.0001047112891683355
